text,label
WAKE UP: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
THEY DON'T WANT YOU TO KNOW: the truth about what really happened! You won't BELIEVE what happens next!!,1
Researchers at the university approved a measure under which that the results were consistent with earlier estimates.,0
SHOCKING: this one weird trick destroyed the establishment! Share before it gets DELETED!!!,1
THEY DON'T WANT YOU TO KNOW: miracle cure doctors are hiding from you! Click now — the mainstream media is LYING to you!!,1
EXPOSED: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
The national weather service reported that the new policy would take effect next year.,0
The education board released figures indicating that the changes followed a period of public consultation.,0
WAKE UP: the truth about what really happened! Click now — the mainstream media is LYING to you!!,1
WAKE UP: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
BREAKING: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
The national weather service outlined a plan where that the data would be reviewed by independent experts.,0
The census bureau reported that funding would be allocated across several districts.,0
UNBELIEVABLE: banned footage they tried to censor! Click now — the mainstream media is LYING to you!!,1
The transport authority reported that the new policy would take effect next year.,0
BOMBSHELL: government caught in unbelievable cover-up! Experts are STUNNED and refuse to comment!!!,1
EXPOSED: government caught in unbelievable cover-up! Click now — the mainstream media is LYING to you!!,1
WAKE UP: this one weird trick destroyed the establishment! Click now — the mainstream media is LYING to you!!,1
BREAKING: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
URGENT ALERT: the truth about what really happened! Experts are STUNNED and refuse to comment!!!,1
SHOCKING: banned footage they tried to censor! This will change EVERYTHING you thought you knew!!!,1
The health ministry announced that inflation eased slightly over the quarter.,0
The supreme court stated in a briefing that that officials expected a gradual improvement in the coming months.,0
The census bureau stated in a briefing that that inflation eased slightly over the quarter.,0
URGENT ALERT: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
UNBELIEVABLE: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
The national weather service outlined a plan where that inflation eased slightly over the quarter.,0
URGENT ALERT: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
The education board released figures indicating that the new policy would take effect next year.,0
Researchers at the university stated in a briefing that that the changes followed a period of public consultation.,0
The national weather service announced that funding would be allocated across several districts.,0
BOMBSHELL: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
The city council released figures indicating that funding would be allocated across several districts.,0
The education board published a study showing that funding would be allocated across several districts.,0
UNBELIEVABLE: insiders admit the whole thing was a hoax! Click now — the mainstream media is LYING to you!!,1
WAKE UP: the truth about what really happened! Click now — the mainstream media is LYING to you!!,1
The central bank stated in a briefing that that the new policy would take effect next year.,0
The city council approved a measure under which that the changes followed a period of public consultation.,0
The central bank reported that the new policy would take effect next year.,0
The space agency stated in a briefing that that the new policy would take effect next year.,0
SHOCKING: this one weird trick destroyed the establishment! Share before it gets DELETED!!!,1
UNBELIEVABLE: miracle cure doctors are hiding from you! Click now — the mainstream media is LYING to you!!,1
URGENT ALERT: insiders admit the whole thing was a hoax! Share before it gets DELETED!!!,1
UNBELIEVABLE: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
Researchers at the university outlined a plan where that inflation eased slightly over the quarter.,0
The trade delegation released figures indicating that officials expected a gradual improvement in the coming months.,0
EXPOSED: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
EXPOSED: government caught in unbelievable cover-up! Experts are STUNNED and refuse to comment!!!,1
The national weather service released figures indicating that the results were consistent with earlier estimates.,0
SHOCKING: the truth about what really happened! Click now — the mainstream media is LYING to you!!,1
Researchers at the university outlined a plan where that inflation eased slightly over the quarter.,0
The central bank stated in a briefing that that the results were consistent with earlier estimates.,0
The space agency published a study showing that the new policy would take effect next year.,0
THEY DON'T WANT YOU TO KNOW: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
EXPOSED: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
WAKE UP: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
The health ministry reported that the data would be reviewed by independent experts.,0
BREAKING: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
WAKE UP: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
WAKE UP: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
The city council stated in a briefing that that inflation eased slightly over the quarter.,0
URGENT ALERT: banned footage they tried to censor! This will change EVERYTHING you thought you knew!!!,1
URGENT ALERT: insiders admit the whole thing was a hoax! This will change EVERYTHING you thought you knew!!!,1
UNBELIEVABLE: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
The trade delegation confirmed that the data would be reviewed by independent experts.,0
The space agency confirmed that the changes followed a period of public consultation.,0
The trade delegation reported that the data would be reviewed by independent experts.,0
The space agency reported that the results were consistent with earlier estimates.,0
EXPOSED: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
BOMBSHELL: banned footage they tried to censor! This will change EVERYTHING you thought you knew!!!,1
URGENT ALERT: this one weird trick destroyed the establishment! Experts are STUNNED and refuse to comment!!!,1
The supreme court published a study showing that the changes followed a period of public consultation.,0
BOMBSHELL: the truth about what really happened! Share before it gets DELETED!!!,1
EXPOSED: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
The education board announced that inflation eased slightly over the quarter.,0
URGENT ALERT: insiders admit the whole thing was a hoax! This will change EVERYTHING you thought you knew!!!,1
URGENT ALERT: banned footage they tried to censor! This will change EVERYTHING you thought you knew!!!,1
Researchers at the university approved a measure under which that the new policy would take effect next year.,0
The trade delegation released figures indicating that officials expected a gradual improvement in the coming months.,0
The supreme court released figures indicating that the data would be reviewed by independent experts.,0
The central bank announced that the changes followed a period of public consultation.,0
The national weather service stated in a briefing that that funding would be allocated across several districts.,0
URGENT ALERT: insiders admit the whole thing was a hoax! You won't BELIEVE what happens next!!,1
UNBELIEVABLE: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
BOMBSHELL: the truth about what really happened! Experts are STUNNED and refuse to comment!!!,1
SHOCKING: miracle cure doctors are hiding from you! You won't BELIEVE what happens next!!,1
BOMBSHELL: insiders admit the whole thing was a hoax! Share before it gets DELETED!!!,1
The education board approved a measure under which that officials expected a gradual improvement in the coming months.,0
The supreme court published a study showing that inflation eased slightly over the quarter.,0
The transport authority confirmed that the data would be reviewed by independent experts.,0
BREAKING: insiders admit the whole thing was a hoax! You won't BELIEVE what happens next!!,1
The city council published a study showing that the data would be reviewed by independent experts.,0
The trade delegation published a study showing that the changes followed a period of public consultation.,0
The census bureau reported that funding would be allocated across several districts.,0
The city council stated in a briefing that that the changes followed a period of public consultation.,0
The central bank published a study showing that the data would be reviewed by independent experts.,0
WAKE UP: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
UNBELIEVABLE: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
WAKE UP: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
SHOCKING: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
Local farmers outlined a plan where that funding would be allocated across several districts.,0
UNBELIEVABLE: the truth about what really happened! Click now — the mainstream media is LYING to you!!,1
URGENT ALERT: the truth about what really happened! Click now — the mainstream media is LYING to you!!,1
The supreme court stated in a briefing that that officials expected a gradual improvement in the coming months.,0
EXPOSED: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
The census bureau approved a measure under which that the results were consistent with earlier estimates.,0
UNBELIEVABLE: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
BOMBSHELL: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
The supreme court released figures indicating that the data would be reviewed by independent experts.,0
EXPOSED: miracle cure doctors are hiding from you! You won't BELIEVE what happens next!!,1
The city council approved a measure under which that the results were consistent with earlier estimates.,0
URGENT ALERT: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
The health ministry approved a measure under which that the data would be reviewed by independent experts.,0
The trade delegation reported that funding would be allocated across several districts.,0
BOMBSHELL: banned footage they tried to censor! You won't BELIEVE what happens next!!,1
WAKE UP: banned footage they tried to censor! Experts are STUNNED and refuse to comment!!!,1
The transport authority outlined a plan where that the new policy would take effect next year.,0
SHOCKING: government caught in unbelievable cover-up! Share before it gets DELETED!!!,1
WAKE UP: miracle cure doctors are hiding from you! You won't BELIEVE what happens next!!,1
The supreme court announced that inflation eased slightly over the quarter.,0
The health ministry announced that inflation eased slightly over the quarter.,0
The health ministry stated in a briefing that that the results were consistent with earlier estimates.,0
WAKE UP: secret conspiracy to control your mind! This will change EVERYTHING you thought you knew!!!,1
The national weather service stated in a briefing that that officials expected a gradual improvement in the coming months.,0
WAKE UP: secret conspiracy to control your mind! Share before it gets DELETED!!!,1
The trade delegation announced that funding would be allocated across several districts.,0
The city council stated in a briefing that that the data would be reviewed by independent experts.,0
The city council released figures indicating that the results were consistent with earlier estimates.,0
UNBELIEVABLE: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
SHOCKING: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
Researchers at the university released figures indicating that the new policy would take effect next year.,0
The city council approved a measure under which that the changes followed a period of public consultation.,0
The supreme court approved a measure under which that officials expected a gradual improvement in the coming months.,0
URGENT ALERT: this one weird trick destroyed the establishment! Share before it gets DELETED!!!,1
WAKE UP: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
The trade delegation announced that the changes followed a period of public consultation.,0
The education board approved a measure under which that the results were consistent with earlier estimates.,0
The supreme court published a study showing that funding would be allocated across several districts.,0
Local farmers announced that inflation eased slightly over the quarter.,0
Local farmers outlined a plan where that the results were consistent with earlier estimates.,0
THEY DON'T WANT YOU TO KNOW: government caught in unbelievable cover-up! Click now — the mainstream media is LYING to you!!,1
EXPOSED: government caught in unbelievable cover-up! Click now — the mainstream media is LYING to you!!,1
BREAKING: this one weird trick destroyed the establishment! You won't BELIEVE what happens next!!,1
THEY DON'T WANT YOU TO KNOW: banned footage they tried to censor! Share before it gets DELETED!!!,1
The central bank published a study showing that funding would be allocated across several districts.,0
UNBELIEVABLE: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
The transport authority published a study showing that the results were consistent with earlier estimates.,0
The census bureau reported that the data would be reviewed by independent experts.,0
URGENT ALERT: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
URGENT ALERT: this one weird trick destroyed the establishment! Experts are STUNNED and refuse to comment!!!,1
The transport authority stated in a briefing that that funding would be allocated across several districts.,0
URGENT ALERT: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
WAKE UP: government caught in unbelievable cover-up! This will change EVERYTHING you thought you knew!!!,1
THEY DON'T WANT YOU TO KNOW: this one weird trick destroyed the establishment! You won't BELIEVE what happens next!!,1
EXPOSED: secret conspiracy to control your mind! This will change EVERYTHING you thought you knew!!!,1
Local farmers outlined a plan where that funding would be allocated across several districts.,0
EXPOSED: government caught in unbelievable cover-up! Share before it gets DELETED!!!,1
The city council approved a measure under which that the results were consistent with earlier estimates.,0
The education board published a study showing that the changes followed a period of public consultation.,0
BREAKING: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
BREAKING: the truth about what really happened! Experts are STUNNED and refuse to comment!!!,1
Researchers at the university approved a measure under which that funding would be allocated across several districts.,0
Researchers at the university confirmed that the results were consistent with earlier estimates.,0
The space agency approved a measure under which that the new policy would take effect next year.,0
SHOCKING: this one weird trick destroyed the establishment! Share before it gets DELETED!!!,1
THEY DON'T WANT YOU TO KNOW: banned footage they tried to censor! This will change EVERYTHING you thought you knew!!!,1
The city council reported that the results were consistent with earlier estimates.,0
The space agency announced that the results were consistent with earlier estimates.,0
The central bank confirmed that funding would be allocated across several districts.,0
THEY DON'T WANT YOU TO KNOW: government caught in unbelievable cover-up! Share before it gets DELETED!!!,1
SHOCKING: the truth about what really happened! Share before it gets DELETED!!!,1
URGENT ALERT: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
EXPOSED: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
The health ministry outlined a plan where that funding would be allocated across several districts.,0
The city council announced that officials expected a gradual improvement in the coming months.,0
The education board confirmed that the results were consistent with earlier estimates.,0
THEY DON'T WANT YOU TO KNOW: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
URGENT ALERT: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
UNBELIEVABLE: miracle cure doctors are hiding from you! Click now — the mainstream media is LYING to you!!,1
The education board stated in a briefing that that the changes followed a period of public consultation.,0
The central bank reported that the results were consistent with earlier estimates.,0
The central bank stated in a briefing that that the results were consistent with earlier estimates.,0
UNBELIEVABLE: secret conspiracy to control your mind! Click now — the mainstream media is LYING to you!!,1
BREAKING: banned footage they tried to censor! Experts are STUNNED and refuse to comment!!!,1
The national weather service approved a measure under which that the new policy would take effect next year.,0
THEY DON'T WANT YOU TO KNOW: insiders admit the whole thing was a hoax! You won't BELIEVE what happens next!!,1
UNBELIEVABLE: government caught in unbelievable cover-up! Experts are STUNNED and refuse to comment!!!,1
BOMBSHELL: government caught in unbelievable cover-up! Click now — the mainstream media is LYING to you!!,1
WAKE UP: banned footage they tried to censor! Click now — the mainstream media is LYING to you!!,1
UNBELIEVABLE: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
Local farmers published a study showing that the changes followed a period of public consultation.,0
The space agency published a study showing that the changes followed a period of public consultation.,0
BOMBSHELL: banned footage they tried to censor! Experts are STUNNED and refuse to comment!!!,1
SHOCKING: government caught in unbelievable cover-up! Share before it gets DELETED!!!,1
The health ministry published a study showing that the results were consistent with earlier estimates.,0
The census bureau published a study showing that the changes followed a period of public consultation.,0
BREAKING: government caught in unbelievable cover-up! Experts are STUNNED and refuse to comment!!!,1
SHOCKING: banned footage they tried to censor! Click now — the mainstream media is LYING to you!!,1
SHOCKING: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
The health ministry announced that funding would be allocated across several districts.,0
The national weather service approved a measure under which that the results were consistent with earlier estimates.,0
The census bureau announced that funding would be allocated across several districts.,0
The education board confirmed that the data would be reviewed by independent experts.,0
WAKE UP: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
The space agency approved a measure under which that the changes followed a period of public consultation.,0
The national weather service announced that the new policy would take effect next year.,0
Local farmers published a study showing that the new policy would take effect next year.,0
The city council published a study showing that funding would be allocated across several districts.,0
The transport authority reported that the data would be reviewed by independent experts.,0
THEY DON'T WANT YOU TO KNOW: insiders admit the whole thing was a hoax! This will change EVERYTHING you thought you knew!!!,1
The national weather service reported that the data would be reviewed by independent experts.,0
The city council approved a measure under which that inflation eased slightly over the quarter.,0
UNBELIEVABLE: this one weird trick destroyed the establishment! Click now — the mainstream media is LYING to you!!,1
UNBELIEVABLE: secret conspiracy to control your mind! This will change EVERYTHING you thought you knew!!!,1
The census bureau released figures indicating that the changes followed a period of public consultation.,0
The national weather service published a study showing that inflation eased slightly over the quarter.,0
The transport authority stated in a briefing that that the data would be reviewed by independent experts.,0
THEY DON'T WANT YOU TO KNOW: insiders admit the whole thing was a hoax! Share before it gets DELETED!!!,1
Researchers at the university announced that the changes followed a period of public consultation.,0
The transport authority reported that funding would be allocated across several districts.,0
SHOCKING: secret conspiracy to control your mind! Click now — the mainstream media is LYING to you!!,1
WAKE UP: secret conspiracy to control your mind! Click now — the mainstream media is LYING to you!!,1
EXPOSED: the truth about what really happened! Share before it gets DELETED!!!,1
The national weather service outlined a plan where that officials expected a gradual improvement in the coming months.,0
The trade delegation released figures indicating that funding would be allocated across several districts.,0
SHOCKING: insiders admit the whole thing was a hoax! Share before it gets DELETED!!!,1
BREAKING: banned footage they tried to censor! Share before it gets DELETED!!!,1
The trade delegation outlined a plan where that the results were consistent with earlier estimates.,0
The census bureau announced that officials expected a gradual improvement in the coming months.,0
The space agency published a study showing that officials expected a gradual improvement in the coming months.,0
SHOCKING: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
BOMBSHELL: secret conspiracy to control your mind! Experts are STUNNED and refuse to comment!!!,1
WAKE UP: government caught in unbelievable cover-up! Experts are STUNNED and refuse to comment!!!,1
UNBELIEVABLE: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
The space agency published a study showing that inflation eased slightly over the quarter.,0
BOMBSHELL: this one weird trick destroyed the establishment! Share before it gets DELETED!!!,1
SHOCKING: the truth about what really happened! You won't BELIEVE what happens next!!,1
WAKE UP: government caught in unbelievable cover-up! This will change EVERYTHING you thought you knew!!!,1
UNBELIEVABLE: insiders admit the whole thing was a hoax! This will change EVERYTHING you thought you knew!!!,1
BREAKING: banned footage they tried to censor! Click now — the mainstream media is LYING to you!!,1
WAKE UP: secret conspiracy to control your mind! You won't BELIEVE what happens next!!,1
Local farmers stated in a briefing that that the data would be reviewed by independent experts.,0
THEY DON'T WANT YOU TO KNOW: miracle cure doctors are hiding from you! This will change EVERYTHING you thought you knew!!!,1
The space agency announced that inflation eased slightly over the quarter.,0
The health ministry published a study showing that the new policy would take effect next year.,0
BREAKING: the truth about what really happened! This will change EVERYTHING you thought you knew!!!,1
BOMBSHELL: banned footage they tried to censor! Share before it gets DELETED!!!,1
SHOCKING: insiders admit the whole thing was a hoax! Experts are STUNNED and refuse to comment!!!,1
THEY DON'T WANT YOU TO KNOW: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
The transport authority outlined a plan where that inflation eased slightly over the quarter.,0
The national weather service published a study showing that inflation eased slightly over the quarter.,0
BREAKING: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
EXPOSED: secret conspiracy to control your mind! Click now — the mainstream media is LYING to you!!,1
THEY DON'T WANT YOU TO KNOW: miracle cure doctors are hiding from you! You won't BELIEVE what happens next!!,1
WAKE UP: insiders admit the whole thing was a hoax! Click now — the mainstream media is LYING to you!!,1
SHOCKING: this one weird trick destroyed the establishment! This will change EVERYTHING you thought you knew!!!,1
WAKE UP: the truth about what really happened! You won't BELIEVE what happens next!!,1
The city council published a study showing that inflation eased slightly over the quarter.,0
SHOCKING: government caught in unbelievable cover-up! You won't BELIEVE what happens next!!,1
The national weather service released figures indicating that officials expected a gradual improvement in the coming months.,0
BOMBSHELL: government caught in unbelievable cover-up! This will change EVERYTHING you thought you knew!!!,1
The education board released figures indicating that the new policy would take effect next year.,0
The transport authority stated in a briefing that that the changes followed a period of public consultation.,0
The trade delegation released figures indicating that inflation eased slightly over the quarter.,0
The trade delegation published a study showing that funding would be allocated across several districts.,0
THEY DON'T WANT YOU TO KNOW: miracle cure doctors are hiding from you! Share before it gets DELETED!!!,1
SHOCKING: secret conspiracy to control your mind! Click now — the mainstream media is LYING to you!!,1
